,Human Weight,Ball Weight,Number of Points,Minimum Cost - Our Algorithm,Minimum Cost - Shortest Distance,Distance of Path - Our Algorithm,Shortest Distance,Algorithm Path,SD Path,Cost Savings,Time to Calculate (seconds),Point 0,Point 1,Point 2,Point 3,Point 4,Point 5,Point 6,Point 7,Point 8,Point 9,Point 10,Point 11
64,160,35.0,8,8875.297,8875.297,31.053,31.053,"[[0, 0], [5, 0], [9, 2], [7, 3], [6, 7], [1, 8], [1, 6], [0, 5], [2, 4], [0, 0]]","[[0, 0], [5, 0], [9, 2], [7, 3], [6, 7], [1, 8], [1, 6], [0, 5], [2, 4], [0, 0]]",0.0,2.0685,"[0, 0]","[5, 0]","[9, 2]","[7, 3]","[6, 7]","[1, 8]","[1, 6]","[0, 5]","[2, 4]","[0, 0]",,
65,150,52.5,8,12268.928,12992.796,39.454,39.07,"[[0, 0], [0, 10], [7, 10], [10, 8], [7, 6], [7, 2], [7, 1], [7, 0], [3, 3], [0, 0]]","[[0, 0], [3, 3], [0, 10], [7, 10], [10, 8], [7, 6], [7, 2], [7, 1], [7, 0], [0, 0]]",723.868,1.0588,"[0, 0]","[0, 10]","[7, 10]","[10, 8]","[7, 6]","[7, 2]","[7, 1]","[7, 0]","[3, 3]","[0, 0]",,
66,155,95.0,6,11718.931,11718.931,27.257,27.257,"[[0, 0], [0, 4], [7, 7], [8, 6], [10, 5], [8, 2], [5, 2], [0, 0]]","[[0, 0], [0, 4], [7, 7], [8, 6], [10, 5], [8, 2], [5, 2], [0, 0]]",0.0,0.0355,"[0, 0]","[0, 4]","[7, 7]","[8, 6]","[10, 5]","[8, 2]","[5, 2]","[0, 0]",,,,
67,50,62.5,3,2956.274,3758.61,28.574,28.353,"[[0, 0], [9, 9], [6, 0], [2, 1], [0, 0]]","[[0, 0], [6, 0], [9, 9], [2, 1], [0, 0]]",802.336,0.0,"[0, 0]","[9, 9]","[6, 0]","[2, 1]","[0, 0]",,,,,,,
68,80,65.0,9,9206.779,9206.779,33.304,33.304,"[[0, 0], [7, 0], [7, 3], [6, 8], [0, 9], [0, 5], [2, 4], [3, 3], [1, 2], [0, 0], [0, 0]]","[[0, 0], [7, 0], [7, 3], [6, 8], [0, 9], [0, 5], [2, 4], [3, 3], [1, 2], [0, 0], [0, 0]]",0.0,12.429,"[0, 0]","[7, 0]","[7, 3]","[6, 8]","[0, 9]","[0, 5]","[2, 4]","[3, 3]","[1, 2]","[0, 0]","[0, 0]",
69,190,30.0,4,6840.241,6840.241,28.595,28.595,"[[0, 0], [1, 9], [5, 9], [8, 3], [3, 0], [0, 0]]","[[0, 0], [1, 9], [5, 9], [8, 3], [3, 0], [0, 0]]",-0.0,0.1185,"[0, 0]","[1, 9]","[5, 9]","[8, 3]","[3, 0]","[0, 0]",,,,,,
70,150,97.5,9,19941.577,22434.292,41.961,39.12,"[[0, 0], [0, 8], [1, 6], [9, 0], [10, 7], [9, 8], [7, 5], [6, 3], [4, 3], [1, 2], [0, 0]]","[[0, 0], [4, 3], [6, 3], [9, 0], [7, 5], [10, 7], [9, 8], [0, 8], [1, 6], [1, 2], [0, 0]]",2492.715,11.2785,"[0, 0]","[0, 8]","[1, 6]","[9, 0]","[10, 7]","[9, 8]","[7, 5]","[6, 3]","[4, 3]","[1, 2]","[0, 0]",
71,135,50.0,9,12381.746,12381.746,37.742,37.742,"[[0, 0], [10, 1], [7, 4], [7, 5], [8, 7], [10, 9], [5, 9], [3, 9], [3, 5], [2, 5], [0, 0]]","[[0, 0], [10, 1], [7, 4], [7, 5], [8, 7], [10, 9], [5, 9], [3, 9], [3, 5], [2, 5], [0, 0]]",-0.0,11.4496,"[0, 0]","[10, 1]","[7, 4]","[7, 5]","[8, 7]","[10, 9]","[5, 9]","[3, 9]","[3, 5]","[2, 5]","[0, 0]",
72,175,90.0,10,18850.761,18850.761,35.576,35.576,"[[0, 0], [5, 0], [10, 5], [10, 9], [9, 7], [7, 6], [7, 7], [3, 9], [3, 8], [1, 2], [0, 0], [0, 0]]","[[0, 0], [5, 0], [10, 5], [10, 9], [9, 7], [7, 6], [7, 7], [3, 9], [3, 8], [1, 2], [0, 0], [0, 0]]",-0.0,128.7444,"[0, 0]","[5, 0]","[10, 5]","[10, 9]","[9, 7]","[7, 6]","[7, 7]","[3, 9]","[3, 8]","[1, 2]","[0, 0]","[0, 0]"
73,100,17.5,3,2392.871,2392.871,19.289,19.289,"[[0, 0], [0, 7], [4, 5], [5, 4], [0, 0]]","[[0, 0], [0, 7], [4, 5], [5, 4], [0, 0]]",0.0,1.1049,"[0, 0]","[0, 7]","[4, 5]","[5, 4]","[0, 0]",,,,,,,
74,95,40.0,9,6445.741,7016.256,31.142,28.744,"[[0, 0], [9, 9], [5, 10], [5, 9], [6, 8], [6, 8], [3, 7], [4, 5], [1, 2], [0, 0], [0, 0]]","[[0, 0], [4, 5], [6, 8], [6, 8], [9, 9], [5, 10], [5, 9], [3, 7], [1, 2], [0, 0], [0, 0]]",570.515,11.0683,"[0, 0]","[9, 9]","[5, 10]","[5, 9]","[6, 8]","[6, 8]","[3, 7]","[4, 5]","[1, 2]","[0, 0]","[0, 0]",
75,25,57.5,5,3727.883,3727.883,29.478,29.478,"[[0, 0], [10, 5], [8, 10], [6, 8], [4, 5], [3, 3], [0, 0]]","[[0, 0], [10, 5], [8, 10], [6, 8], [4, 5], [3, 3], [0, 0]]",-0.0,0.0791,"[0, 0]","[10, 5]","[8, 10]","[6, 8]","[4, 5]","[3, 3]","[0, 0]",,,,,
76,25,25.0,9,3706.938,3846.228,30.913,29.091,"[[0, 0], [2, 5], [5, 9], [7, 7], [9, 5], [7, 6], [5, 5], [6, 2], [5, 2], [1, 2], [0, 0]]","[[0, 0], [5, 2], [6, 2], [9, 5], [7, 6], [7, 7], [5, 9], [5, 5], [2, 5], [1, 2], [0, 0]]",139.289,11.5546,"[0, 0]","[2, 5]","[5, 9]","[7, 7]","[9, 5]","[7, 6]","[5, 5]","[6, 2]","[5, 2]","[1, 2]","[0, 0]",
77,65,35.0,7,5149.357,5763.166,34.535,33.121,"[[0, 0], [5, 10], [8, 8], [7, 5], [10, 2], [3, 0], [2, 1], [1, 2], [0, 0]]","[[0, 0], [1, 2], [5, 10], [8, 8], [7, 5], [10, 2], [3, 0], [2, 1], [0, 0]]",613.809,0.2736,"[0, 0]","[5, 10]","[8, 8]","[7, 5]","[10, 2]","[3, 0]","[2, 1]","[1, 2]","[0, 0]",,,
78,195,30.0,3,3960.877,3992.737,17.561,17.516,"[[0, 0], [8, 0], [7, 2], [1, 0], [0, 0]]","[[0, 0], [7, 2], [8, 0], [1, 0], [0, 0]]",31.86,0.002,"[0, 0]","[8, 0]","[7, 2]","[1, 0]","[0, 0]",,,,,,,
79,185,97.5,9,19500.902,20129.523,34.586,34.223,"[[0, 0], [7, 0], [9, 5], [10, 7], [9, 7], [7, 8], [4, 8], [0, 7], [3, 3], [0, 1], [0, 0]]","[[0, 0], [3, 3], [7, 0], [9, 5], [10, 7], [9, 7], [7, 8], [4, 8], [0, 7], [0, 1], [0, 0]]",628.621,11.3604,"[0, 0]","[7, 0]","[9, 5]","[10, 7]","[9, 7]","[7, 8]","[4, 8]","[0, 7]","[3, 3]","[0, 1]","[0, 0]",
80,150,55.0,8,8954.959,10348.368,28.913,28.36,"[[0, 0], [2, 8], [4, 10], [7, 6], [6, 2], [6, 2], [5, 3], [3, 4], [2, 2], [0, 0]]","[[0, 0], [6, 2], [6, 2], [5, 3], [7, 6], [4, 10], [2, 8], [3, 4], [2, 2], [0, 0]]",1393.409,1.2132,"[0, 0]","[2, 8]","[4, 10]","[7, 6]","[6, 2]","[6, 2]","[5, 3]","[3, 4]","[2, 2]","[0, 0]",,
81,40,20.0,4,2544.151,2544.151,33.474,33.474,"[[0, 0], [10, 4], [8, 9], [2, 10], [0, 9], [0, 0]]","[[0, 0], [10, 4], [8, 9], [2, 10], [0, 9], [0, 0]]",0.0,0.017,"[0, 0]","[10, 4]","[8, 9]","[2, 10]","[0, 9]","[0, 0]",,,,,,
82,85,25.0,7,5147.798,5147.798,30.047,30.047,"[[0, 0], [7, 4], [7, 7], [8, 8], [9, 10], [5, 10], [5, 10], [4, 6], [0, 0]]","[[0, 0], [7, 4], [7, 7], [8, 8], [9, 10], [5, 10], [5, 10], [4, 6], [0, 0]]",0.0,0.1295,"[0, 0]","[7, 4]","[7, 7]","[8, 8]","[9, 10]","[5, 10]","[5, 10]","[4, 6]","[0, 0]",,,
83,150,97.5,9,19987.017,19987.017,35.746,35.746,"[[0, 0], [7, 2], [7, 6], [10, 8], [9, 9], [5, 10], [5, 10], [1, 8], [0, 7], [3, 5], [0, 0]]","[[0, 0], [7, 2], [7, 6], [10, 8], [9, 9], [5, 10], [5, 10], [1, 8], [0, 7], [3, 5], [0, 0]]",-0.0,12.1908,"[0, 0]","[7, 2]","[7, 6]","[10, 8]","[9, 9]","[5, 10]","[5, 10]","[1, 8]","[0, 7]","[3, 5]","[0, 0]",
84,125,52.5,3,5820.266,5820.266,30.382,30.382,"[[0, 0], [10, 1], [7, 9], [5, 4], [0, 0]]","[[0, 0], [10, 1], [7, 9], [5, 4], [0, 0]]",0.0,0.1095,"[0, 0]","[10, 1]","[7, 9]","[5, 4]","[0, 0]",,,,,,,
85,100,97.5,5,10225.7,10225.7,34.805,34.805,"[[0, 0], [9, 2], [9, 10], [6, 10], [0, 8], [1, 3], [0, 0]]","[[0, 0], [9, 2], [9, 10], [6, 10], [0, 8], [1, 3], [0, 0]]",-0.0,0.001,"[0, 0]","[9, 2]","[9, 10]","[6, 10]","[0, 8]","[1, 3]","[0, 0]",,,,,
86,180,62.5,10,17760.859,18125.966,39.557,36.983,"[[0, 0], [6, 1], [7, 1], [10, 8], [9, 9], [0, 10], [2, 8], [2, 8], [1, 6], [2, 3], [3, 0], [0, 0]]","[[0, 0], [2, 3], [1, 6], [0, 10], [2, 8], [2, 8], [9, 9], [10, 8], [7, 1], [6, 1], [3, 0], [0, 0]]",365.107,133.8574,"[0, 0]","[6, 1]","[7, 1]","[10, 8]","[9, 9]","[0, 10]","[2, 8]","[2, 8]","[1, 6]","[2, 3]","[3, 0]","[0, 0]"
87,165,60.0,7,12560.3,12560.3,36.097,36.097,"[[0, 0], [0, 9], [6, 9], [9, 9], [8, 7], [6, 5], [8, 1], [6, 2], [0, 0]]","[[0, 0], [0, 9], [6, 9], [9, 9], [8, 7], [6, 5], [8, 1], [6, 2], [0, 0]]",-0.0,1.1227,"[0, 0]","[0, 9]","[6, 9]","[9, 9]","[8, 7]","[6, 5]","[8, 1]","[6, 2]","[0, 0]",,,
88,80,2.5,8,2863.213,2889.694,32.546,32.183,"[[0, 0], [4, 0], [10, 4], [8, 9], [5, 8], [4, 7], [1, 6], [3, 3], [1, 0], [0, 0]]","[[0, 0], [3, 3], [1, 6], [4, 7], [5, 8], [8, 9], [10, 4], [4, 0], [1, 0], [0, 0]]",26.481,1.0054,"[0, 0]","[4, 0]","[10, 4]","[8, 9]","[5, 8]","[4, 7]","[1, 6]","[3, 3]","[1, 0]","[0, 0]",,
89,40,25.0,10,5283.752,5283.752,33.051,33.051,"[[0, 0], [6, 3], [9, 3], [9, 4], [9, 5], [9, 6], [7, 10], [3, 8], [1, 9], [1, 5], [1, 3], [0, 0]]","[[0, 0], [6, 3], [9, 3], [9, 4], [9, 5], [9, 6], [7, 10], [3, 8], [1, 9], [1, 5], [1, 3], [0, 0]]",-0.0,120.798,"[0, 0]","[6, 3]","[9, 3]","[9, 4]","[9, 5]","[9, 6]","[7, 10]","[3, 8]","[1, 9]","[1, 5]","[1, 3]","[0, 0]"
90,170,10.0,6,7524.557,7524.557,37.94,37.94,"[[0, 0], [9, 0], [10, 0], [10, 7], [3, 10], [1, 10], [3, 4], [0, 0]]","[[0, 0], [9, 0], [10, 0], [10, 7], [3, 10], [1, 10], [3, 4], [0, 0]]",0.0,1.5294,"[0, 0]","[9, 0]","[10, 0]","[10, 7]","[3, 10]","[1, 10]","[3, 4]","[0, 0]",,,,
91,80,32.5,5,4377.289,4377.289,31.035,31.035,"[[0, 0], [8, 0], [8, 9], [5, 5], [3, 4], [2, 5], [0, 0]]","[[0, 0], [8, 0], [8, 9], [5, 5], [3, 4], [2, 5], [0, 0]]",-0.0,0.003,"[0, 0]","[8, 0]","[8, 9]","[5, 5]","[3, 4]","[2, 5]","[0, 0]",,,,,
92,35,87.5,10,13234.296,13234.296,33.539,33.539,"[[0, 0], [1, 6], [6, 9], [6, 5], [8, 5], [8, 5], [10, 5], [8, 2], [5, 2], [4, 3], [2, 3], [0, 0]]","[[0, 0], [1, 6], [6, 9], [6, 5], [8, 5], [8, 5], [10, 5], [8, 2], [5, 2], [4, 3], [2, 3], [0, 0]]",-0.0,135.5081,"[0, 0]","[1, 6]","[6, 9]","[6, 5]","[8, 5]","[8, 5]","[10, 5]","[8, 2]","[5, 2]","[4, 3]","[2, 3]","[0, 0]"
93,130,77.5,9,9765.241,9765.241,25.141,25.141,"[[0, 0], [1, 3], [2, 8], [7, 5], [7, 4], [6, 2], [5, 0], [4, 1], [3, 1], [3, 1], [0, 0]]","[[0, 0], [1, 3], [2, 8], [7, 5], [7, 4], [6, 2], [5, 0], [4, 1], [3, 1], [3, 1], [0, 0]]",-0.0,12.6477,"[0, 0]","[1, 3]","[2, 8]","[7, 5]","[7, 4]","[6, 2]","[5, 0]","[4, 1]","[3, 1]","[3, 1]","[0, 0]",
94,50,85.0,8,9054.357,9054.357,29.035,29.035,"[[0, 0], [0, 8], [1, 8], [8, 8], [7, 7], [7, 5], [7, 4], [2, 2], [2, 1], [0, 0]]","[[0, 0], [0, 8], [1, 8], [8, 8], [7, 7], [7, 5], [7, 4], [2, 2], [2, 1], [0, 0]]",0.0,1.1691,"[0, 0]","[0, 8]","[1, 8]","[8, 8]","[7, 7]","[7, 5]","[7, 4]","[2, 2]","[2, 1]","[0, 0]",,
95,85,62.5,7,8843.782,8843.782,29.721,29.721,"[[0, 0], [0, 6], [3, 8], [6, 7], [7, 5], [9, 1], [9, 0], [6, 1], [0, 0]]","[[0, 0], [0, 6], [3, 8], [6, 7], [7, 5], [9, 1], [9, 0], [6, 1], [0, 0]]",-0.0,0.1445,"[0, 0]","[0, 6]","[3, 8]","[6, 7]","[7, 5]","[9, 1]","[9, 0]","[6, 1]","[0, 0]",,,
96,90,17.5,9,6304.505,6304.505,38.165,38.165,"[[0, 0], [1, 6], [1, 7], [0, 10], [6, 10], [10, 10], [6, 8], [5, 5], [6, 1], [3, 1], [0, 0]]","[[0, 0], [1, 6], [1, 7], [0, 10], [6, 10], [10, 10], [6, 8], [5, 5], [6, 1], [3, 1], [0, 0]]",-0.0,11.8358,"[0, 0]","[1, 6]","[1, 7]","[0, 10]","[6, 10]","[10, 10]","[6, 8]","[5, 5]","[6, 1]","[3, 1]","[0, 0]",
97,170,95.0,7,11924.009,12634.995,28.434,28.298,"[[0, 0], [10, 3], [10, 7], [10, 7], [8, 7], [7, 4], [5, 4], [0, 1], [0, 0]]","[[0, 0], [7, 4], [10, 3], [10, 7], [10, 7], [8, 7], [5, 4], [0, 1], [0, 0]]",710.986,0.283,"[0, 0]","[10, 3]","[10, 7]","[10, 7]","[8, 7]","[7, 4]","[5, 4]","[0, 1]","[0, 0]",,,
98,190,22.5,7,8564.954,8564.954,32.169,32.169,"[[0, 0], [0, 6], [2, 6], [4, 6], [10, 10], [8, 6], [7, 5], [2, 0], [0, 0]]","[[0, 0], [0, 6], [2, 6], [4, 6], [10, 10], [8, 6], [7, 5], [2, 0], [0, 0]]",-0.0,0.1055,"[0, 0]","[0, 6]","[2, 6]","[4, 6]","[10, 10]","[8, 6]","[7, 5]","[2, 0]","[0, 0]",,,
99,195,22.5,6,8074.708,8193.601,32.233,32.213,"[[0, 0], [6, 3], [7, 10], [3, 10], [0, 8], [3, 6], [0, 3], [0, 0]]","[[0, 0], [6, 3], [3, 6], [7, 10], [3, 10], [0, 8], [0, 3], [0, 0]]",118.893,0.0135,"[0, 0]","[6, 3]","[7, 10]","[3, 10]","[0, 8]","[3, 6]","[0, 3]","[0, 0]",,,,
100,170,60.0,10,12984.66,13227.299,34.339,33.258,"[[0, 0], [8, 4], [8, 4], [10, 9], [5, 9], [1, 8], [1, 5], [3, 4], [3, 3], [2, 2], [1, 0], [0, 0]]","[[0, 0], [1, 5], [1, 8], [5, 9], [10, 9], [8, 4], [8, 4], [3, 4], [3, 3], [2, 2], [1, 0], [0, 0]]",242.638,134.7752,"[0, 0]","[8, 4]","[8, 4]","[10, 9]","[5, 9]","[1, 8]","[1, 5]","[3, 4]","[3, 3]","[2, 2]","[1, 0]","[0, 0]"
101,85,45.0,7,7043.23,7762.509,33.929,32.16,"[[0, 0], [0, 9], [5, 10], [3, 7], [6, 6], [7, 3], [4, 0], [2, 2], [0, 0]]","[[0, 0], [4, 0], [7, 3], [6, 6], [5, 10], [0, 9], [3, 7], [2, 2], [0, 0]]",719.279,1.2127,"[0, 0]","[0, 9]","[5, 10]","[3, 7]","[6, 6]","[7, 3]","[4, 0]","[2, 2]","[0, 0]",,,
102,120,55.0,3,4076.034,4076.034,20.444,20.444,"[[0, 0], [9, 0], [9, 1], [7, 3], [0, 0]]","[[0, 0], [9, 0], [9, 1], [7, 3], [0, 0]]",0.0,0.003,"[0, 0]","[9, 0]","[9, 1]","[7, 3]","[0, 0]",,,,,,,
103,50,87.5,10,15036.112,15036.112,33.405,33.405,"[[0, 0], [0, 4], [2, 7], [4, 8], [8, 9], [9, 8], [7, 3], [9, 1], [6, 0], [4, 1], [3, 0], [0, 0]]","[[0, 0], [0, 4], [2, 7], [4, 8], [8, 9], [9, 8], [7, 3], [9, 1], [6, 0], [4, 1], [3, 0], [0, 0]]",-0.0,122.8172,"[0, 0]","[0, 4]","[2, 7]","[4, 8]","[8, 9]","[9, 8]","[7, 3]","[9, 1]","[6, 0]","[4, 1]","[3, 0]","[0, 0]"
104,35,55.0,3,1469.209,2360.541,20.602,20.236,"[[0, 0], [6, 8], [1, 1], [0, 1], [0, 0]]","[[0, 0], [1, 1], [6, 8], [0, 1], [0, 0]]",891.331,1.5328,"[0, 0]","[6, 8]","[1, 1]","[0, 1]","[0, 0]",,,,,,,
105,150,62.5,3,4599.631,4599.631,19.546,19.546,"[[0, 0], [1, 5], [7, 1], [5, 0], [0, 0]]","[[0, 0], [1, 5], [7, 1], [5, 0], [0, 0]]",0.0,0.0,"[0, 0]","[1, 5]","[7, 1]","[5, 0]","[0, 0]",,,,,,,
106,55,67.5,5,4891.979,5099.881,27.111,25.622,"[[0, 0], [5, 10], [5, 9], [3, 8], [5, 1], [1, 1], [0, 0]]","[[0, 0], [5, 1], [5, 9], [5, 10], [3, 8], [1, 1], [0, 0]]",207.902,0.002,"[0, 0]","[5, 10]","[5, 9]","[3, 8]","[5, 1]","[1, 1]","[0, 0]",,,,,
107,160,22.5,9,8665.496,8665.496,33.655,33.655,"[[0, 0], [6, 2], [7, 2], [6, 7], [8, 7], [8, 10], [4, 10], [3, 9], [4, 8], [0, 3], [0, 0]]","[[0, 0], [6, 2], [7, 2], [6, 7], [8, 7], [8, 10], [4, 10], [3, 9], [4, 8], [0, 3], [0, 0]]",-0.0,9.5744,"[0, 0]","[6, 2]","[7, 2]","[6, 7]","[8, 7]","[8, 10]","[4, 10]","[3, 9]","[4, 8]","[0, 3]","[0, 0]",
108,85,70.0,9,10747.277,10747.277,35.004,35.004,"[[0, 0], [0, 8], [0, 10], [7, 9], [9, 4], [8, 1], [6, 1], [5, 1], [5, 2], [0, 0], [0, 0]]","[[0, 0], [0, 8], [0, 10], [7, 9], [9, 4], [8, 1], [6, 1], [5, 1], [5, 2], [0, 0], [0, 0]]",0.0,12.2587,"[0, 0]","[0, 8]","[0, 10]","[7, 9]","[9, 4]","[8, 1]","[6, 1]","[5, 1]","[5, 2]","[0, 0]","[0, 0]",
109,190,37.5,8,8708.64,8708.64,27.509,27.509,"[[0, 0], [7, 1], [5, 4], [4, 5], [2, 6], [0, 9], [0, 9], [1, 6], [1, 1], [0, 0]]","[[0, 0], [7, 1], [5, 4], [4, 5], [2, 6], [0, 9], [0, 9], [1, 6], [1, 1], [0, 0]]",0.0,1.2707,"[0, 0]","[7, 1]","[5, 4]","[4, 5]","[2, 6]","[0, 9]","[0, 9]","[1, 6]","[1, 1]","[0, 0]",,
110,90,80.0,6,9793.492,9793.492,29.741,29.741,"[[0, 0], [2, 5], [7, 10], [8, 9], [9, 9], [9, 4], [6, 3], [0, 0]]","[[0, 0], [2, 5], [7, 10], [8, 9], [9, 9], [9, 4], [6, 3], [0, 0]]",-0.0,0.033,"[0, 0]","[2, 5]","[7, 10]","[8, 9]","[9, 9]","[9, 4]","[6, 3]","[0, 0]",,,,
111,50,60.0,9,9747.412,10601.596,35.715,34.636,"[[0, 0], [10, 2], [8, 1], [5, 1], [4, 2], [2, 5], [1, 10], [1, 8], [1, 7], [0, 4], [0, 0]]","[[0, 0], [4, 2], [5, 1], [8, 1], [10, 2], [1, 10], [1, 8], [1, 7], [2, 5], [0, 4], [0, 0]]",854.184,11.0776,"[0, 0]","[10, 2]","[8, 1]","[5, 1]","[4, 2]","[2, 5]","[1, 10]","[1, 8]","[1, 7]","[0, 4]","[0, 0]",
112,145,30.0,5,4300.182,4300.182,21.708,21.708,"[[0, 0], [6, 8], [7, 6], [5, 5], [4, 3], [4, 3], [0, 0]]","[[0, 0], [6, 8], [7, 6], [5, 5], [4, 3], [4, 3], [0, 0]]",-0.0,0.159,"[0, 0]","[6, 8]","[7, 6]","[5, 5]","[4, 3]","[4, 3]","[0, 0]",,,,,
113,165,90.0,9,18932.509,21086.802,38.006,37.599,"[[0, 0], [7, 0], [10, 1], [9, 7], [10, 10], [9, 10], [2, 8], [1, 8], [2, 2], [1, 0], [0, 0]]","[[0, 0], [2, 2], [1, 8], [2, 8], [9, 10], [10, 10], [9, 7], [10, 1], [7, 0], [1, 0], [0, 0]]",2154.293,11.4568,"[0, 0]","[7, 0]","[10, 1]","[9, 7]","[10, 10]","[9, 10]","[2, 8]","[1, 8]","[2, 2]","[1, 0]","[0, 0]",
114,160,27.5,3,4971.328,5031.146,26.28,25.896,"[[0, 0], [9, 2], [0, 6], [2, 3], [0, 0]]","[[0, 0], [9, 2], [2, 3], [0, 6], [0, 0]]",59.818,0.182,"[0, 0]","[9, 2]","[0, 6]","[2, 3]","[0, 0]",,,,,,,
115,110,40.0,8,8106.561,8106.561,33.321,33.321,"[[0, 0], [10, 1], [6, 4], [6, 6], [7, 6], [6, 9], [4, 7], [4, 7], [2, 7], [0, 0]]","[[0, 0], [10, 1], [6, 4], [6, 6], [7, 6], [6, 9], [4, 7], [4, 7], [2, 7], [0, 0]]",-0.0,1.0372,"[0, 0]","[10, 1]","[6, 4]","[6, 6]","[7, 6]","[6, 9]","[4, 7]","[4, 7]","[2, 7]","[0, 0]",,
116,60,45.0,9,6139.828,6139.828,33.145,33.145,"[[0, 0], [10, 8], [4, 9], [2, 10], [1, 9], [1, 8], [2, 8], [2, 8], [2, 4], [2, 3], [0, 0]]","[[0, 0], [10, 8], [4, 9], [2, 10], [1, 9], [1, 8], [2, 8], [2, 8], [2, 4], [2, 3], [0, 0]]",-0.0,12.2373,"[0, 0]","[10, 8]","[4, 9]","[2, 10]","[1, 9]","[1, 8]","[2, 8]","[2, 8]","[2, 4]","[2, 3]","[0, 0]",
117,50,95.0,8,13143.99,13143.99,34.684,34.684,"[[0, 0], [0, 9], [4, 10], [7, 10], [9, 9], [9, 6], [9, 5], [9, 2], [3, 0], [0, 0]]","[[0, 0], [0, 9], [4, 10], [7, 10], [9, 9], [9, 6], [9, 5], [9, 2], [3, 0], [0, 0]]",0.0,1.2412,"[0, 0]","[0, 9]","[4, 10]","[7, 10]","[9, 9]","[9, 6]","[9, 5]","[9, 2]","[3, 0]","[0, 0]",,
118,170,40.0,6,6775.605,6964.529,24.76,24.064,"[[0, 0], [10, 2], [9, 3], [8, 4], [7, 5], [7, 3], [6, 1], [0, 0]]","[[0, 0], [7, 3], [7, 5], [8, 4], [9, 3], [10, 2], [6, 1], [0, 0]]",188.924,0.0415,"[0, 0]","[10, 2]","[9, 3]","[8, 4]","[7, 5]","[7, 3]","[6, 1]","[0, 0]",,,,
119,125,62.5,8,9904.823,11400.326,34.435,32.753,"[[0, 0], [6, 10], [7, 8], [9, 5], [8, 0], [6, 3], [3, 2], [2, 0], [1, 1], [0, 0]]","[[0, 0], [2, 0], [8, 0], [9, 5], [7, 8], [6, 10], [6, 3], [3, 2], [1, 1], [0, 0]]",1495.503,1.0512,"[0, 0]","[6, 10]","[7, 8]","[9, 5]","[8, 0]","[6, 3]","[3, 2]","[2, 0]","[1, 1]","[0, 0]",,
120,145,75.0,5,10856.16,10856.16,35.94,35.94,"[[0, 0], [2, 8], [10, 10], [8, 4], [9, 0], [6, 0], [0, 0]]","[[0, 0], [2, 8], [10, 10], [8, 4], [9, 0], [6, 0], [0, 0]]",-0.0,0.025,"[0, 0]","[2, 8]","[10, 10]","[8, 4]","[9, 0]","[6, 0]","[0, 0]",,,,,
121,125,5.0,10,5448.946,5448.946,36.487,36.487,"[[0, 0], [2, 3], [3, 6], [0, 9], [2, 9], [3, 10], [10, 6], [7, 2], [6, 2], [6, 1], [6, 0], [0, 0]]","[[0, 0], [2, 3], [3, 6], [0, 9], [2, 9], [3, 10], [10, 6], [7, 2], [6, 2], [6, 1], [6, 0], [0, 0]]",-0.0,126.1668,"[0, 0]","[2, 3]","[3, 6]","[0, 9]","[2, 9]","[3, 10]","[10, 6]","[7, 2]","[6, 2]","[6, 1]","[6, 0]","[0, 0]"
122,120,97.5,6,12882.127,13520.678,40.123,33.663,"[[0, 0], [10, 10], [10, 2], [8, 2], [4, 1], [2, 6], [2, 4], [0, 0]]","[[0, 0], [2, 4], [2, 6], [10, 10], [10, 2], [8, 2], [4, 1], [0, 0]]",638.551,1.5648,"[0, 0]","[10, 10]","[10, 2]","[8, 2]","[4, 1]","[2, 6]","[2, 4]","[0, 0]",,,,
123,55,42.5,4,2982.763,3881.641,29.572,29.113,"[[0, 0], [10, 10], [5, 5], [4, 3], [0, 2], [0, 0]]","[[0, 0], [0, 2], [10, 10], [5, 5], [4, 3], [0, 0]]",898.878,0.001,"[0, 0]","[10, 10]","[5, 5]","[4, 3]","[0, 2]","[0, 0]",,,,,,
124,35,77.5,6,6241.962,7569.026,31.379,28.543,"[[0, 0], [0, 8], [7, 0], [8, 1], [8, 3], [6, 3], [1, 2], [0, 0]]","[[0, 0], [1, 2], [0, 8], [6, 3], [8, 3], [8, 1], [7, 0], [0, 0]]",1327.064,0.017,"[0, 0]","[0, 8]","[7, 0]","[8, 1]","[8, 3]","[6, 3]","[1, 2]","[0, 0]",,,,
125,165,22.5,6,7807.273,7807.273,35.227,35.227,"[[0, 0], [1, 9], [1, 10], [10, 3], [10, 1], [5, 3], [5, 2], [0, 0]]","[[0, 0], [1, 9], [1, 10], [10, 3], [10, 1], [5, 3], [5, 2], [0, 0]]",-0.0,0.0165,"[0, 0]","[1, 9]","[1, 10]","[10, 3]","[10, 1]","[5, 3]","[5, 2]","[0, 0]",,,,
126,185,60.0,10,15174.716,15174.716,33.492,33.492,"[[0, 0], [3, 3], [0, 4], [0, 7], [2, 6], [8, 7], [9, 4], [7, 1], [7, 0], [5, 0], [4, 0], [0, 0]]","[[0, 0], [3, 3], [0, 4], [0, 7], [2, 6], [8, 7], [9, 4], [7, 1], [7, 0], [5, 0], [4, 0], [0, 0]]",0.0,126.1939,"[0, 0]","[3, 3]","[0, 4]","[0, 7]","[2, 6]","[8, 7]","[9, 4]","[7, 1]","[7, 0]","[5, 0]","[4, 0]","[0, 0]"
